[vite] connecting... client:743:9
[vite] connected. client:866:15
[2025-04-06T03:08:01.709Z] [INFO] main.ts executing... logger.ts:61:15
[2025-04-06T03:08:01.709Z] [INFO] main.ts finished initial execution. logger.ts:61:15
[2025-04-06T03:08:01.712Z] [INFO] DOM fully loaded. logger.ts:61:15
[2025-04-06T03:08:01.712Z] [INFO] Initializing game... logger.ts:61:15
[2025-04-06T03:08:01.712Z] [INFO] [Game] Constructing instance... logger.ts:61:15
[2025-04-06T03:08:01.713Z] [INFO] [RendererFacade] Constructing... logger.ts:61:15
[2025-04-06T03:08:01.713Z] [DEBUG] [ScreenBuffer] Instance created. logger.ts:58:15
[2025-04-06T03:08:01.713Z] [DEBUG] [DrawingContext] Instance created. logger.ts:58:15
[2025-04-06T03:08:01.713Z] [INFO] [PerlinNoise] Initializing instance with seed: "haunting beauty_nebula" logger.ts:61:15
[2025-04-06T03:08:01.713Z] [INFO] [PerlinNoise:haunting beauty_nebula] Instance created and PRNG seeded. logger.ts:61:15
[2025-04-06T03:08:01.713Z] [INFO] [NebulaRenderer] Initialized with seed "haunting beauty_nebula" and 3 base colors. logger.ts:61:15
[2025-04-06T03:08:01.714Z] [DEBUG] [StatusBarUpdater] Instance created. logger.ts:58:15
[2025-04-06T03:08:01.715Z] [DEBUG] [StatusBarUpdater.updateMaxChars] Status bar max chars estimated: 1050 logger.ts:58:15
[2025-04-06T03:08:01.716Z] [DEBUG] [SceneRenderer] Instance created. logger.ts:58:15
[2025-04-06T03:08:01.716Z] [INFO] [RendererFacade] All components instantiated. logger.ts:61:15
[2025-04-06T03:08:01.716Z] [DEBUG] [RendererFacade.fitToScreen] Adjusting... logger.ts:58:15
[2025-04-06T03:08:01.716Z] [INFO] [ScreenBuffer.updateDimensions] Dimensions updated: Grid=180x90, CharSize=16.0x16.0px logger.ts:61:15
[2025-04-06T03:08:01.716Z] [INFO] [ScreenBuffer.initBuffers] Initializing buffers for 180x90 grid (16200 cells) logger.ts:61:15
[2025-04-06T03:08:01.717Z] [DEBUG] [ScreenBuffer.initBuffers] Buffers initialized. logger.ts:58:15
[2025-04-06T03:08:01.717Z] [DEBUG] [StatusBarUpdater.updateMaxChars] Status bar max chars estimated: 1047 logger.ts:58:15
[2025-04-06T03:08:01.717Z] [DEBUG] [NebulaRenderer.clearCache] Clearing nebula color cache. logger.ts:58:15
[2025-04-06T03:08:01.717Z] [INFO] [RendererFacade.fitToScreen] Resized complete. Grid: 180x90 logger.ts:61:15
[2025-04-06T03:08:01.717Z] [INFO] [RendererFacade] Construction complete. logger.ts:61:15
[2025-04-06T03:08:01.717Z] [INFO] Player initialized. Start World: [0, 0], Char: @, Credits: 1000, Fuel: 500/500, Cargo Cap: 100 logger.ts:61:15
[2025-04-06T03:08:01.717Z] [DEBUG] [InputManager] Instance created. logger.ts:58:15
[2025-04-06T03:08:01.717Z] [DEBUG] [InputManager] Key to action map built: {} logger.ts:58:15
[2025-04-06T03:08:01.717Z] [INFO] [GameStateManager] Initialized. Initial state: 'hyperspace' logger.ts:61:15
[2025-04-06T03:08:01.717Z] [DEBUG] [ActionProcessor] Instance created. logger.ts:58:15
[2025-04-06T03:08:01.717Z] [DEBUG] [Game] Handling window resize... logger.ts:58:15
[2025-04-06T03:08:01.717Z] [DEBUG] [RendererFacade.fitToScreen] Adjusting... logger.ts:58:15
[2025-04-06T03:08:01.718Z] [DEBUG] [ScreenBuffer.updateDimensions] CharSize updated: 16.0x16.0px (Grid size unchanged) logger.ts:58:15
[2025-04-06T03:08:01.718Z] [DEBUG] [StatusBarUpdater.updateMaxChars] Status bar max chars estimated: 1047 logger.ts:58:15
[2025-04-06T03:08:01.718Z] [DEBUG] [NebulaRenderer.clearCache] Clearing nebula color cache. logger.ts:58:15
[2025-04-06T03:08:01.718Z] [INFO] [RendererFacade.fitToScreen] Resized complete. Grid: 180x90 logger.ts:61:15
[2025-04-06T03:08:01.718Z] [INFO] [Game] Instance constructed. Seed: "haunting beauty", Initial State: 'hyperspace' logger.ts:61:15
[2025-04-06T03:08:22.738Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:22.738Z] [DEBUG] Player moved SYSTEM: [41204,24394] -> [36204,24394] (Delta: -5000,0, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:22.738Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:22.742Z] [DEBUG] [ScreenBuffer.renderDiff] Completed: 413 cells drawn in 2.00 ms logger.ts:58:15
[2025-04-06T03:08:22.755Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:22.755Z] [DEBUG] Player moved SYSTEM: [36204,24394] -> [31204,24394] (Delta: -5000,0, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:22.755Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:22.760Z] [DEBUG] [ScreenBuffer.renderDiff] Completed: 408 cells drawn in 3.00 ms logger.ts:58:15
[2025-04-06T03:08:22.770Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:22.771Z] [DEBUG] Player moved SYSTEM: [31204,24394] -> [26204,24394] (Delta: -5000,0, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:22.771Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:22.776Z] [DEBUG] [ScreenBuffer.renderDiff] Completed: 398 cells drawn in 2.00 ms logger.ts:58:15
[2025-04-06T03:08:22.777Z] [DEBUG] [InputManager] Keyup: ArrowLeft (Shift: false, Ctrl: false) logger.ts:58:15
[2025-04-06T03:08:22.777Z] [DEBUG] [InputManager] Action deactivated: MOVE_LEFT logger.ts:58:15
[2025-04-06T03:08:22.791Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:22.791Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:22.805Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:22.805Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:22.821Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:22.821Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:22.838Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:22.838Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:22.854Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:22.854Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:22.872Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:22.872Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:22.889Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:22.889Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:22.904Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:22.905Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:22.921Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:22.922Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:22.938Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:22.938Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:22.955Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:22.955Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:22.971Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:22.971Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:22.988Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:22.988Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.005Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.005Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.021Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.021Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.038Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.039Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.054Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.055Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.072Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.072Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.088Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.088Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.104Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.104Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.122Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.122Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.138Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.139Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.155Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.156Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.171Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.171Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.188Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.188Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.205Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.205Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.222Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.222Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.239Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.239Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.246Z] [DEBUG] --- Raw KeyDown Received: key='Shift' code='ShiftLeft' --- logger.ts:58:15
[2025-04-06T03:08:23.246Z] [DEBUG] --- iSlistening passed... logger.ts:58:15
[2025-04-06T03:08:23.246Z] [DEBUG] [InputManager] Keydown registered: Shift (Shift: true, Ctrl: false) logger.ts:58:15
[2025-04-06T03:08:23.246Z] [DEBUG] [InputManager] FINE_CONTROL activated. logger.ts:58:15
[2025-04-06T03:08:23.246Z] [DEBUG] >>> KeyDown: Prevented default for modifier key 'Shift' logger.ts:58:15
[2025-04-06T03:08:23.255Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [FINE_CONTROL] logger.ts:61:15
[2025-04-06T03:08:23.255Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.271Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.272Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.287Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.288Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.305Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.305Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.321Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.321Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.338Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.338Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.355Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.355Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.371Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.371Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.388Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.389Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.404Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.405Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.421Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.421Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.438Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.438Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.446Z] [DEBUG] --- Raw KeyDown Received: key='ArrowUp' code='ArrowUp' --- logger.ts:58:15
[2025-04-06T03:08:23.447Z] [DEBUG] --- iSlistening passed... logger.ts:58:15
[2025-04-06T03:08:23.447Z] [DEBUG] [InputManager] Keydown registered: ArrowUp (Shift: true, Ctrl: false) logger.ts:58:15
[2025-04-06T03:08:23.447Z] [DEBUG] >>> KeyDown Mapped Action for 'arrowup': MOVE_UP logger.ts:58:15
[2025-04-06T03:08:23.447Z] [DEBUG] >>> KeyDown Activating Action: MOVE_UP logger.ts:58:15
[2025-04-06T03:08:23.447Z] [DEBUG] >>> KeyDown: Added 'MOVE_UP' to justPressedActions. Current justPressed: [MOVE_UP] logger.ts:58:15
[2025-04-06T03:08:23.447Z] [DEBUG] >>> KeyDown: Prevented default for mapped key 'ArrowUp' logger.ts:58:15
[2025-04-06T03:08:23.455Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [MOVE_UP] logger.ts:61:15
[2025-04-06T03:08:23.455Z] [DEBUG] [Game:_processInput] Fine control applied. Move scale: 500 logger.ts:58:15
[2025-04-06T03:08:23.455Z] [DEBUG] Fine control active, move scale: 500.0 logger.ts:58:15
[2025-04-06T03:08:23.455Z] [DEBUG] Player moved SYSTEM: [26204,24394] -> [26204,23894] (Delta: 0,-500, Scale: 500) logger.ts:58:15
[2025-04-06T03:08:23.455Z] [DEBUG] Player direction changed: < -> ^ logger.ts:58:15
[2025-04-06T03:08:23.455Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.459Z] [DEBUG] [ScreenBuffer.renderDiff] Completed: 256 cells drawn in 3.00 ms logger.ts:58:15
[2025-04-06T03:08:23.472Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.472Z] [DEBUG] [Game:_processInput] Fine control applied. Move scale: 500 logger.ts:58:15
[2025-04-06T03:08:23.472Z] [DEBUG] Fine control active, move scale: 500.0 logger.ts:58:15
[2025-04-06T03:08:23.472Z] [DEBUG] Player moved SYSTEM: [26204,23894] -> [26204,23394] (Delta: 0,-500, Scale: 500) logger.ts:58:15
[2025-04-06T03:08:23.473Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.487Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.488Z] [DEBUG] [Game:_processInput] Fine control applied. Move scale: 500 logger.ts:58:15
[2025-04-06T03:08:23.488Z] [DEBUG] Fine control active, move scale: 500.0 logger.ts:58:15
[2025-04-06T03:08:23.488Z] [DEBUG] Player moved SYSTEM: [26204,23394] -> [26204,22894] (Delta: 0,-500, Scale: 500) logger.ts:58:15
[2025-04-06T03:08:23.488Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.491Z] [DEBUG] [ScreenBuffer.renderDiff] Completed: 249 cells drawn in 2.00 ms logger.ts:58:15
[2025-04-06T03:08:23.499Z] [DEBUG] [InputManager] Keyup: ArrowUp (Shift: true, Ctrl: false) logger.ts:58:15
[2025-04-06T03:08:23.499Z] [DEBUG] [InputManager] Action deactivated: MOVE_UP logger.ts:58:15
[2025-04-06T03:08:23.504Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.505Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.521Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.521Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.538Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.538Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.555Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.555Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.571Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.571Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.588Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.588Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.604Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.604Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.622Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.622Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.638Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.638Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.655Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.655Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.672Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.672Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.687Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.688Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.704Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.704Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.721Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.721Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.738Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.738Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.755Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.755Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.771Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.771Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.788Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.789Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.804Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.805Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.821Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.821Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.838Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.838Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.855Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.855Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.872Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.872Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.888Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.888Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.905Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:23.905Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:23.917Z] [DEBUG] --- Raw KeyDown Received: key='ArrowUp' code='ArrowUp' --- logger.ts:58:15
[2025-04-06T03:08:23.917Z] [DEBUG] --- iSlistening passed... logger.ts:58:15
[2025-04-06T03:08:23.917Z] [DEBUG] [InputManager] Keydown registered: ArrowUp (Shift: true, Ctrl: false) logger.ts:58:15
[2025-04-06T03:08:23.917Z] [DEBUG] >>> KeyDown Mapped Action for 'arrowup': MOVE_UP logger.ts:58:15
[2025-04-06T03:08:23.917Z] [DEBUG] >>> KeyDown Activating Action: MOVE_UP logger.ts:58:15
[2025-04-06T03:08:23.917Z] [DEBUG] >>> KeyDown: Added 'MOVE_UP' to justPressedActions. Current justPressed: [MOVE_UP] logger.ts:58:15
